,Unnamed: 0,city,suburb,latitude,longitude,property_type,room_type,bedrooms,beds,price,minimum_nights,availability_30,availability_60,availability_90,number_of_reviews,review_scores_rating,cancellation_policy,calculated_host_listings_count,reviews_per_month,priceperbedroom,count,avgpricepersuburb
13442,17969,Glen Eira,SAINT KILDA EAST,-37.87109472,145.0016237,Apartment,Entire home/apt,2,5,125,2,0,0,6,5,72,strict_14_with_grace_period,1,0.76,62.5,136,71.83210784
13443,17970,Port Phillip,SAINT KILDA EAST,-37.86483582,144.9922012,Apartment,Private room,1,1,40,2,3,21,21,21,95,moderate,1,2.94,40,136,71.83210784
13444,17972,Port Phillip,SAINT KILDA EAST,-37.86478217,145.0002263,Townhouse,Entire home/apt,3,7,180,2,0,0,1,15,93,strict_14_with_grace_period,33,2.71,60,136,71.83210784
13445,17973,Port Phillip,SAINT KILDA EAST,-37.86490904,145.0012864,Townhouse,Entire home/apt,3,7,180,2,1,1,1,2,100,strict_14_with_grace_period,33,0.8,60,136,71.83210784
13446,17975,Port Phillip,SAINT KILDA EAST,-37.86247493,145.0090262,House,Entire home/apt,3,4,115,3,12,13,13,12,92,strict_14_with_grace_period,1,2.75,38.33333333,136,71.83210784
13447,17976,Port Phillip,SAINT KILDA EAST,-37.8607499,144.9984742,Condominium,Private room,1,1,37,1,0,0,0,8,90,moderate,1,1.94,37,136,71.83210784
13448,17978,Port Phillip,SAINT KILDA EAST,-37.86436698,144.9910454,Apartment,Private room,1,1,60,2,2,6,19,15,100,strict_14_with_grace_period,1,3.85,60,136,71.83210784
13449,17979,Port Phillip,SAINT KILDA EAST,-37.86518361,145.0036737,Apartment,Entire home/apt,2,5,199,2,0,30,60,2,100,strict_14_with_grace_period,33,0.51,99.5,136,71.83210784
13450,17980,Port Phillip,SAINT KILDA EAST,-37.86564718,145.0028784,Apartment,Private room,1,1,65,1,7,37,61,1,80,flexible,1,0.56,65,136,71.83210784
13451,17983,Port Phillip,SAINT KILDA EAST,-37.86246888,144.9973623,Apartment,Private room,1,1,36,3,9,35,35,3,100,moderate,1,1.01,36,136,71.83210784
13452,17984,Port Phillip,SAINT KILDA EAST,-37.86061426,145.0071912,Apartment,Entire home/apt,2,2,109,3,24,54,84,5,92,strict_14_with_grace_period,66,1.97,54.5,136,71.83210784
13453,17985,Port Phillip,SAINT KILDA EAST,-37.86624526,145.0006021,Apartment,Entire home/apt,1,1,100,2,11,18,18,6,100,moderate,1,2.61,100,136,71.83210784
13454,17986,Port Phillip,SAINT KILDA EAST,-37.86216203,144.9984998,Apartment,Entire home/apt,2,2,140,7,2,2,2,1,100,flexible,7,0.55,70,136,71.83210784
13455,17990,Port Phillip,SAINT KILDA EAST,-37.86003319,145.0013252,Apartment,Entire home/apt,3,3,176,14,8,8,8,1,100,strict_14_with_grace_period,3,1,58.66666667,136,71.83210784
13456,17991,Glen Eira,SAINT KILDA EAST,-37.87489035,144.999647,Townhouse,Private room,1,1,55,1,7,37,67,2,100,moderate,2,2,55,136,71.83210784
13457,17992,Glen Eira,SAINT KILDA EAST,-37.8750139,144.9992717,House,Private room,1,1,48,1,4,24,29,3,100,flexible,2,3,48,136,71.83210784
13458,17998,Port Phillip,SAINT KILDA WEST,-37.85686447,144.9683015,Apartment,Entire home/apt,1,1,109,4,0,0,0,15,96,strict_14_with_grace_period,1,0.33,109,63,95.94614512
13459,17999,Port Phillip,SAINT KILDA WEST,-37.85915815,144.9725358,Apartment,Entire home/apt,1,1,100,1,14,40,40,4,100,flexible,1,0.09,100,63,95.94614512
13460,18000,Port Phillip,SAINT KILDA WEST,-37.85576855,144.9686735,Apartment,Entire home/apt,1,2,100,1,11,19,22,81,99,strict_14_with_grace_period,1,2.27,100,63,95.94614512
13461,18001,Port Phillip,SAINT KILDA WEST,-37.85881243,144.9745827,House,Entire home/apt,3,3,375,2,0,3,31,54,91,moderate,1,1.35,125,63,95.94614512
13462,18002,Port Phillip,SAINT KILDA WEST,-37.86111935,144.9746568,Apartment,Entire home/apt,1,1,132,4,27,57,87,1,100,strict_14_with_grace_period,23,0.03,132,63,95.94614512
13463,18003,Port Phillip,SAINT KILDA WEST,-37.86040384,144.9712154,Apartment,Private room,1,2,55,1,2,9,9,22,83,flexible,1,1.46,55,63,95.94614512
13464,18004,Port Phillip,SAINT KILDA WEST,-37.85747395,144.9744179,Apartment,Entire home/apt,1,2,150,2,9,34,64,13,100,flexible,2,0.36,150,63,95.94614512
13465,18005,Port Phillip,SAINT KILDA WEST,-37.85698778,144.9731642,House,Private room,1,1,100,1,0,17,47,13,97,flexible,1,0.35,100,63,95.94614512
13466,18006,Port Phillip,SAINT KILDA WEST,-37.8591615,144.972191,Apartment,Entire home/apt,1,1,100,2,0,0,0,39,95,strict_14_with_grace_period,1,1.11,100,63,95.94614512
13467,18007,Port Phillip,SAINT KILDA WEST,-37.85985212,144.9708588,Apartment,Entire home/apt,2,2,174,14,0,0,0,7,94,strict_14_with_grace_period,1,0.2,87,63,95.94614512
13468,18010,Port Phillip,SAINT KILDA WEST,-37.85667432,144.9707837,House,Entire home/apt,5,7,450,5,0,0,0,4,100,strict_14_with_grace_period,1,0.35,90,63,95.94614512
13469,18011,Port Phillip,SAINT KILDA WEST,-37.85870414,144.9750099,Apartment,Entire home/apt,1,2,111,2,6,7,10,53,99,moderate,1,2.65,111,63,95.94614512
13470,18012,Port Phillip,SAINT KILDA WEST,-37.86048796,144.9722416,Apartment,Entire home/apt,1,2,127,2,0,0,10,30,97,moderate,2,0.88,127,63,95.94614512
13471,18013,Port Phillip,SAINT KILDA WEST,-37.86144072,144.9725183,Apartment,Entire home/apt,1,2,109,1,15,17,47,62,92,moderate,5,1.9,109,63,95.94614512
13472,18015,Port Phillip,SAINT KILDA WEST,-37.86119334,144.9727025,Apartment,Entire home/apt,1,1,120,1,8,12,32,21,97,moderate,1,0.64,120,63,95.94614512
13473,18016,Port Phillip,SAINT KILDA WEST,-37.85629352,144.9738186,Apartment,Entire home/apt,1,1,87,2,0,0,0,3,100,moderate,1,0.1,87,63,95.94614512
13474,18017,Port Phillip,SAINT KILDA WEST,-37.86054838,144.9739188,Apartment,Private room,1,1,90,5,29,59,89,18,99,strict_14_with_grace_period,1,0.68,90,63,95.94614512
13475,18019,Port Phillip,SAINT KILDA WEST,-37.85874321,144.9689846,Apartment,Entire home/apt,1,1,84,2,0,0,0,8,93,flexible,1,0.25,84,63,95.94614512
13476,18020,Port Phillip,SAINT KILDA WEST,-37.85799755,144.971744,Apartment,Private room,1,1,40,1,0,0,0,2,100,moderate,1,0.1,40,63,95.94614512
13477,18021,Port Phillip,SAINT KILDA WEST,-37.858762,144.9750235,Apartment,Entire home/apt,2,2,96,2,9,32,62,20,98,moderate,2,0.68,48,63,95.94614512
13478,18022,Port Phillip,SAINT KILDA WEST,-37.85988092,144.9709808,Apartment,Entire home/apt,1,1,109,1,14,40,40,53,89,moderate,1,2.01,109,63,95.94614512
13479,18024,Port Phillip,SAINT KILDA WEST,-37.85455436,144.9705181,Apartment,Entire home/apt,1,1,84,5,0,0,0,8,98,flexible,1,0.28,84,63,95.94614512
13480,18025,Port Phillip,SAINT KILDA WEST,-37.85896432,144.9747748,House,Entire home/apt,7,0,699,2,9,27,32,92,99,moderate,26,3.24,99.85714286,63,95.94614512
13481,18026,Port Phillip,SAINT KILDA WEST,-37.86017411,144.9707704,Apartment,Entire home/apt,2,3,165,1,4,9,32,102,92,strict_14_with_grace_period,1,3.74,82.5,63,95.94614512
13482,18027,Port Phillip,SAINT KILDA WEST,-37.85859693,144.9694324,Apartment,Entire home/apt,1,1,100,2,2,6,30,84,96,strict_14_with_grace_period,1,3.19,100,63,95.94614512
13483,18028,Port Phillip,SAINT KILDA WEST,-37.85906895,144.9708447,Apartment,Entire home/apt,1,2,118,2,5,13,25,72,98,moderate,1,2.76,118,63,95.94614512
13484,18029,Port Phillip,SAINT KILDA WEST,-37.85581861,144.9662678,Apartment,Entire home/apt,2,2,180,4,5,12,36,49,100,strict_14_with_grace_period,2,2.23,90,63,95.94614512
13485,18031,Port Phillip,SAINT KILDA WEST,-37.86166535,144.971981,Apartment,Entire home/apt,1,1,125,3,7,32,62,79,98,strict_14_with_grace_period,1,3.35,125,63,95.94614512
13486,18032,Port Phillip,SAINT KILDA WEST,-37.85722362,144.9738816,House,Entire home/apt,4,7,599,3,11,21,38,43,95,strict_14_with_grace_period,1,2.34,149.75,63,95.94614512
13487,18034,Port Phillip,SAINT KILDA WEST,-37.85689304,144.9697203,Apartment,Entire home/apt,1,2,100,2,8,19,36,44,96,strict_14_with_grace_period,1,2.08,100,63,95.94614512
13488,18035,Port Phillip,SAINT KILDA WEST,-37.85775518,144.9697895,Apartment,Private room,1,1,60,30,1,1,27,3,100,flexible,1,0.15,60,63,95.94614512
13489,18036,Port Phillip,SAINT KILDA WEST,-37.85904321,144.9701895,Apartment,Entire home/apt,1,1,130,2,0,26,26,2,100,moderate,1,0.14,130,63,95.94614512
13490,18038,Port Phillip,SAINT KILDA WEST,-37.85989387,144.9714048,Apartment,Entire home/apt,3,5,246,3,1,12,20,17,88,strict_14_with_grace_period,35,1.11,82,63,95.94614512
13491,18040,Port Phillip,SAINT KILDA WEST,-37.85635122,144.9676979,Apartment,Private room,1,1,75,1,1,31,56,4,100,strict_14_with_grace_period,1,0.36,75,63,95.94614512
13492,18041,Port Phillip,SAINT KILDA WEST,-37.85645765,144.9693489,Apartment,Entire home/apt,2,4,165,3,10,21,37,13,98,moderate,2,0.96,82.5,63,95.94614512
13493,18042,Port Phillip,SAINT KILDA WEST,-37.8596507,144.9768416,Apartment,Entire home/apt,1,1,100,2,3,26,26,35,97,strict_14_with_grace_period,1,2.69,100,63,95.94614512
13494,18043,Port Phillip,SAINT KILDA WEST,-37.85831845,144.9681194,Apartment,Entire home/apt,2,2,244,5,0,20,50,3,93,flexible,1,0.22,122,63,95.94614512
13495,18044,Port Phillip,SAINT KILDA WEST,-37.85888591,144.9739969,House,Private room,1,1,100,2,0,0,0,1,100,moderate,26,0.08,100,63,95.94614512
13496,18046,Port Phillip,SAINT KILDA WEST,-37.85828844,144.975079,House,Private room,1,2,90,2,0,0,0,1,100,moderate,26,0.08,90,63,95.94614512
13497,18048,Port Phillip,SAINT KILDA WEST,-37.85819919,144.9736072,House,Private room,1,2,90,2,0,0,0,1,100,moderate,26,0.08,90,63,95.94614512
13498,18049,Port Phillip,SAINT KILDA WEST,-37.85789068,144.9740689,House,Private room,1,2,90,2,0,0,0,1,100,moderate,26,0.08,90,63,95.94614512
13499,18050,Port Phillip,SAINT KILDA WEST,-37.86169926,144.9742948,Apartment,Private room,1,2,55,1,0,0,0,11,93,strict_14_with_grace_period,1,0.89,55,63,95.94614512
13500,18051,Port Phillip,SAINT KILDA WEST,-37.86693341,144.9764819,Apartment,Entire home/apt,1,1,115,2,2,2,2,3,87,strict_14_with_grace_period,1,0.25,115,63,95.94614512
13501,18052,Port Phillip,SAINT KILDA WEST,-37.85813259,144.9765372,Apartment,Entire home/apt,1,1,71,1,1,5,32,8,88,flexible,1,0.69,71,63,95.94614512
13502,18053,Port Phillip,SAINT KILDA WEST,-37.85397518,144.9709474,Apartment,Entire home/apt,1,1,96,6,0,0,0,1,80,flexible,1,0.09,96,63,95.94614512
13503,18054,Port Phillip,SAINT KILDA WEST,-37.8584673,144.9716539,Apartment,Entire home/apt,2,3,162,2,6,13,24,29,94,moderate,1,2.56,81,63,95.94614512
13504,18055,Port Phillip,SAINT KILDA WEST,-37.85526155,144.9684378,Apartment,Entire home/apt,1,1,111,3,12,23,53,4,100,flexible,1,0.35,111,63,95.94614512
13505,18056,Port Phillip,SAINT KILDA WEST,-37.85956434,144.9725062,Apartment,Private room,1,1,60,1,0,0,0,4,95,flexible,1,0.68,60,63,95.94614512
13506,18060,Port Phillip,SAINT KILDA WEST,-37.86108324,144.9727447,Apartment,Entire home/apt,1,1,84,1,1,1,30,3,100,flexible,1,1.5,84,63,95.94614512
13507,18061,Port Phillip,SAINT KILDA WEST,-37.8544117,144.9723102,Apartment,Entire home/apt,1,2,91,1,0,0,0,3,93,moderate,1,0.33,91,63,95.94614512
13508,18062,Port Phillip,SAINT KILDA WEST,-37.85631332,144.9716081,Apartment,Entire home/apt,1,1,98,2,13,20,32,6,100,strict_14_with_grace_period,1,0.7,98,63,95.94614512
13509,18063,Port Phillip,SAINT KILDA WEST,-37.85720634,144.9698481,Apartment,Entire home/apt,2,3,150,2,7,7,34,15,93,moderate,4,1.72,75,63,95.94614512
13510,18064,Port Phillip,SAINT KILDA WEST,-37.85680759,144.9730526,Apartment,Private room,1,1,65,2,17,17,17,11,98,flexible,1,1.21,65,63,95.94614512
13511,18065,Port Phillip,SAINT KILDA WEST,-37.85553968,144.9666633,Apartment,Private room,1,1,71,14,0,0,0,12,98,flexible,2,1.34,71,63,95.94614512
13512,18066,Port Phillip,SAINT KILDA WEST,-37.85531483,144.9656544,Apartment,Entire home/apt,1,1,174,1,0,0,0,2,100,flexible,2,0.23,174,63,95.94614512
13513,18067,Port Phillip,SAINT KILDA WEST,-37.85804754,144.9674347,Apartment,Entire home/apt,1,1,102,2,7,23,53,7,91,strict_14_with_grace_period,1,1.09,102,63,95.94614512
13514,18068,Port Phillip,SAINT KILDA WEST,-37.85935397,144.9706447,Apartment,Entire home/apt,2,2,199,2,0,0,0,5,100,flexible,1,0.58,99.5,63,95.94614512
13515,18069,Port Phillip,SAINT KILDA WEST,-37.85842035,144.9745,Apartment,Entire home/apt,1,2,150,2,12,42,72,6,100,moderate,2,0.86,150,63,95.94614512
13516,18070,Port Phillip,SAINT KILDA WEST,-37.85943394,144.9728379,Apartment,Entire home/apt,2,2,109,2,3,28,29,9,89,strict_14_with_grace_period,42,1.94,54.5,63,95.94614512
13517,18073,Port Phillip,SAINT KILDA WEST,-37.85884401,144.9729638,Apartment,Entire home/apt,1,1,84,2,1,2,2,8,100,moderate,2,1.37,84,63,95.94614512
13518,18074,Port Phillip,SAINT KILDA WEST,-37.8586252,144.9717198,Apartment,Private room,1,1,84,2,3,9,19,14,94,moderate,2,3.39,84,63,95.94614512
13519,18075,Port Phillip,SAINT KILDA WEST,-37.86367478,144.9831642,Apartment,Private room,1,1,60,1,8,38,68,28,91,flexible,1,5.6,60,63,95.94614512
13520,18079,Port Phillip,SAINT KILDA WEST,-37.85943964,144.9717055,Apartment,Entire home/apt,1,2,120,2,1,2,2,4,100,flexible,1,4,120,63,95.94614512
13521,18087,Frankston,SANDHURST,-38.08078133,145.2169098,Farm stay,Private room,1,1,55,1,0,0,0,2,100,moderate,3,0.06,55,7,62.25
13522,18088,Frankston,SANDHURST,-38.07857026,145.2181225,House,Entire home/apt,4,7,109,5,0,11,11,10,100,moderate,3,0.18,27.25,7,62.25
13523,18089,Frankston,SANDHURST,-38.07952339,145.2167643,House,Private room,1,1,50,2,7,11,41,4,100,flexible,3,0.11,50,7,62.25
13524,18091,Frankston,SANDHURST,-38.08057089,145.2165145,Bed and breakfast,Private room,1,1,100,1,30,60,90,1,100,flexible,3,0.09,100,7,62.25
13525,18092,Frankston,SANDHURST,-38.07799101,145.2053164,Bed and breakfast,Private room,1,1,100,1,30,60,90,3,100,flexible,3,0.17,100,7,62.25
13526,18093,Frankston,SANDHURST,-38.08033442,145.2042485,Apartment,Private room,2,2,65,1,25,53,83,21,100,flexible,1,0.89,32.5,7,62.25
13527,18094,Frankston,SANDHURST,-38.08216399,145.1963793,House,Private room,1,1,71,1,0,0,0,2,100,flexible,1,0.22,71,7,62.25
13528,18095,Bayside,SANDRINGHAM,-37.95231098,145.0117261,Townhouse,Entire home/apt,2,3,305,5,8,25,47,3,100,strict_14_with_grace_period,55,0.07,152.5,34,95.1372549
13529,18096,Bayside,SANDRINGHAM,-37.94889213,145.0040469,Townhouse,Entire home/apt,3,5,375,5,9,35,65,4,85,strict_14_with_grace_period,55,0.09,125,34,95.1372549
13530,18097,Bayside,SANDRINGHAM,-37.96016924,145.0212196,Guesthouse,Entire home/apt,1,1,100,3,1,1,1,55,93,moderate,1,0.79,100,34,95.1372549
13531,18098,Bayside,SANDRINGHAM,-37.94507098,145.011901,Apartment,Entire home/apt,1,3,84,2,6,17,29,41,94,moderate,2,0.67,84,34,95.1372549
13532,18100,Bayside,SANDRINGHAM,-37.94684136,145.0043677,House,Private room,1,1,100,1,13,43,70,22,97,moderate,1,0.47,100,34,95.1372549
13533,18101,Bayside,SANDRINGHAM,-37.95075822,145.0038146,Apartment,Entire home/apt,2,3,220,7,2,20,20,32,99,strict_14_with_grace_period,2,0.78,110,34,95.1372549
13534,18102,Bayside,SANDRINGHAM,-37.95519427,145.0246425,Apartment,Entire home/apt,2,1,100,5,0,0,0,3,100,flexible,1,0.08,50,34,95.1372549
13535,18103,Bayside,SANDRINGHAM,-37.94973361,145.0060604,Apartment,Entire home/apt,2,2,96,14,0,0,0,8,93,strict_14_with_grace_period,1,0.26,48,34,95.1372549
13536,18104,Bayside,SANDRINGHAM,-37.95933842,145.0197221,House,Private room,1,1,96,1,0,0,0,6,100,moderate,1,0.15,96,34,95.1372549
13537,18105,Bayside,SANDRINGHAM,-37.95039677,145.0086856,Townhouse,Entire home/apt,2,2,226,5,0,0,0,4,95,moderate,1,0.11,113,34,95.1372549
13538,18106,Bayside,SANDRINGHAM,-37.95420999,145.0208216,Townhouse,Entire home/apt,2,2,140,4,0,11,30,7,100,strict_14_with_grace_period,1,0.2,70,34,95.1372549
13539,18108,Bayside,SANDRINGHAM,-37.95046099,145.0045478,Apartment,Entire home/apt,1,2,136,5,12,14,42,33,100,strict_14_with_grace_period,2,1.07,136,34,95.1372549
13540,18109,Bayside,SANDRINGHAM,-37.95599532,145.0113604,Villa,Private room,1,1,109,2,28,58,88,3,100,moderate,1,0.12,109,34,95.1372549
13541,18111,Bayside,SANDRINGHAM,-37.95315254,145.0084721,Townhouse,Entire home/apt,3,4,136,2,0,3,12,19,98,moderate,1,0.94,45.33333333,34,95.1372549
13542,18113,Bayside,SANDRINGHAM,-37.95450901,145.0259951,Apartment,Entire home/apt,2,3,150,3,0,0,0,36,96,strict_14_with_grace_period,1,1.23,75,34,95.1372549
13543,18114,Bayside,SANDRINGHAM,-37.95326889,145.0108037,Guesthouse,Entire home/apt,1,3,100,2,1,3,3,90,99,moderate,1,3.11,100,34,95.1372549
13544,18116,Bayside,SANDRINGHAM,-37.94938639,145.0109613,House,Entire home/apt,3,5,375,3,6,24,33,25,99,moderate,3,0.9,125,34,95.1372549
13545,18117,Bayside,SANDRINGHAM,-37.94561135,145.0014474,Apartment,Entire home/apt,1,1,114,2,1,1,1,71,99,moderate,1,2.62,114,34,95.1372549
13546,18119,Bayside,SANDRINGHAM,-37.94526634,145.0097609,Cabin,Entire home/apt,1,1,96,2,0,0,0,33,100,flexible,1,1.31,96,34,95.1372549
13547,18120,Bayside,SANDRINGHAM,-37.95418412,145.0243829,Apartment,Private room,1,1,150,2,0,0,0,3,100,flexible,1,0.13,150,34,95.1372549
13548,18122,Bayside,SANDRINGHAM,-37.95103642,145.0035585,Apartment,Entire home/apt,3,4,300,3,0,0,6,10,98,moderate,1,0.49,100,34,95.1372549
13549,18123,Bayside,SANDRINGHAM,-37.95193772,145.0102328,House,Entire home/apt,2,2,345,5,0,0,0,5,100,strict_14_with_grace_period,55,0.57,172.5,34,95.1372549
13550,18125,Bayside,SANDRINGHAM,-37.9498297,145.017681,House,Entire home/apt,2,2,150,2,0,0,0,9,98,flexible,1,0.53,75,34,95.1372549
13551,18126,Bayside,SANDRINGHAM,-37.95412081,145.0165285,House,Entire home/apt,3,4,239,1,15,45,75,5,96,flexible,1,0.37,79.66666667,34,95.1372549
13552,18127,Bayside,SANDRINGHAM,-37.94805914,145.0050814,Townhouse,Entire home/apt,2,2,90,3,0,0,0,8,100,flexible,1,0.55,45,34,95.1372549
13553,18128,Bayside,SANDRINGHAM,-37.95386396,145.0098736,Bungalow,Private room,1,1,109,2,17,47,77,11,95,flexible,1,0.93,109,34,95.1372549
13554,18132,Bayside,SANDRINGHAM,-37.9525051,145.0064736,Townhouse,Entire home/apt,2,3,316,5,5,32,47,1,100,strict_14_with_grace_period,55,0.12,158,34,95.1372549
13555,18133,Bayside,SANDRINGHAM,-37.94945243,145.0104495,House,Entire home/apt,3,3,350,1,0,21,21,6,100,flexible,2,0.8,116.6666667,34,95.1372549
13556,18134,Bayside,SANDRINGHAM,-37.95429248,145.0235269,Apartment,Entire home/apt,1,1,75,2,10,20,20,7,100,strict_14_with_grace_period,1,5.68,75,34,95.1372549
13557,18136,Bayside,SANDRINGHAM,-37.9539389,145.0265436,Apartment,Private room,1,1,50,2,6,21,35,5,100,flexible,1,1.3,50,34,95.1372549
13558,18138,Bayside,SANDRINGHAM,-37.9460402,145.0127778,Guesthouse,Entire home/apt,1,1,47,2,3,12,19,7,100,flexible,2,2.73,47,34,95.1372549
13559,18140,Bayside,SANDRINGHAM,-37.94708355,145.0019766,Apartment,Entire home/apt,2,2,120,5,7,7,7,2,100,flexible,15,2,60,34,95.1372549
13560,18141,Bayside,SANDRINGHAM,-37.95007737,145.0156853,House,Entire home/apt,2,0,180,2,4,21,51,6,100,moderate,1,6,90,34,95.1372549
13561,18142,Bayside,SANDRINGHAM,-37.954524,145.0239321,Serviced apartment,Private room,1,1,58,1,27,53,53,1,100,strict_14_with_grace_period,1,1,58,34,95.1372549
13562,18145,Yarra Ranges,SASSAFRAS,-37.86091697,145.3598869,Cottage,Entire home/apt,1,2,161,1,17,45,71,81,89,strict_14_with_grace_period,13,1.59,161,20,157.5
13563,18146,Yarra Ranges,SASSAFRAS,-37.8622695,145.358918,Cottage,Entire home/apt,1,1,150,1,18,45,72,55,88,strict_14_with_grace_period,13,1.05,150,20,157.5
13564,18147,Yarra Ranges,SASSAFRAS,-37.86556079,145.3578992,House,Entire home/apt,2,3,226,2,13,24,50,26,98,strict_14_with_grace_period,1,0.58,113,20,157.5
13565,18148,Yarra Ranges,SASSAFRAS,-37.86877089,145.3480611,Guest suite,Entire home/apt,1,1,199,1,14,44,74,60,99,moderate,1,1.41,199,20,157.5
13566,18149,Yarra Ranges,SASSAFRAS,-37.86220007,145.3572863,Cottage,Entire home/apt,1,1,251,2,24,52,82,18,94,strict_14_with_grace_period,29,0.53,251,20,157.5
13567,18150,Yarra Ranges,SASSAFRAS,-37.86298602,145.3530568,Villa,Entire home/apt,2,2,329,2,18,37,38,30,99,strict_14_with_grace_period,3,1.05,164.5,20,157.5
13568,18151,Yarra Ranges,SASSAFRAS,-37.86795894,145.3543475,House,Entire home/apt,3,3,285,2,0,5,17,15,97,strict_14_with_grace_period,29,0.47,95,20,157.5
13569,18152,Yarra Ranges,SASSAFRAS,-37.87115478,145.3478243,House,Entire home/apt,2,2,255,1,18,46,68,23,100,strict_14_with_grace_period,3,0.79,127.5,20,157.5
13570,18153,Yarra Ranges,SASSAFRAS,-37.87312935,145.3477054,House,Entire home/apt,1,1,226,1,20,44,68,16,100,strict_14_with_grace_period,3,0.68,226,20,157.5
13571,18154,Yarra Ranges,SASSAFRAS,-37.87139902,145.3497203,Guest suite,Entire home/apt,1,1,174,1,17,46,74,5,95,strict_14_with_grace_period,3,0.2,174,20,157.5
13572,18155,Yarra Ranges,SASSAFRAS,-37.86135439,145.3525065,Guesthouse,Entire home/apt,1,1,230,2,18,37,38,39,98,strict_14_with_grace_period,3,1.45,230,20,157.5
13573,18156,Yarra Ranges,SASSAFRAS,-37.86042359,145.354088,Cabin,Entire home/apt,1,1,143,2,4,19,30,144,99,strict_14_with_grace_period,2,5.37,143,20,157.5
13574,18157,Yarra Ranges,SASSAFRAS,-37.86904425,145.3548211,Cottage,Entire home/apt,1,1,245,2,15,45,72,1,100,strict_14_with_grace_period,29,0.08,245,20,157.5
13575,18158,Yarra Ranges,SASSAFRAS,-37.86460206,145.3511775,Townhouse,Entire home/apt,2,2,165,1,7,28,56,76,100,moderate,3,5.73,82.5,20,157.5
13576,18160,Yarra Ranges,SASSAFRAS,-37.86182316,145.3536978,Cabin,Entire home/apt,1,1,130,2,15,25,28,91,99,strict_14_with_grace_period,2,4.6,130,20,157.5
13577,18161,Knox,SASSAFRAS,-37.85515099,145.3380876,Bed and breakfast,Entire home/apt,1,2,170,2,13,37,52,11,96,moderate,1,0.64,170,20,157.5
13578,18162,Yarra Ranges,SASSAFRAS,-37.86811175,145.3567724,House,Entire home/apt,4,3,195,2,0,0,0,5,100,flexible,1,0.91,48.75,20,157.5
13579,18166,Yarra Ranges,SASSAFRAS,-37.86215713,145.3520069,House,Entire home/apt,4,4,419,1,7,27,55,1,100,flexible,3,0.29,104.75,20,157.5
13580,18167,Yarra Ranges,SASSAFRAS,-37.86267003,145.3524659,Townhouse,Entire home/apt,1,1,155,1,7,28,56,31,99,flexible,3,6.04,155,20,157.5
13581,18169,Knox,SASSAFRAS,-37.85748914,145.3406053,Apartment,Entire home/apt,1,1,180,1,25,55,85,3,100,flexible,1,3,180,20,157.5
13582,18172,Knox,SCORESBY,-37.89790849,145.2253734,House,Entire home/apt,3,3,137,2,0,0,26,7,100,flexible,3,0.48,45.66666667,10,43.31666667
13583,18173,Knox,SCORESBY,-37.89298678,145.2313023,House,Entire home/apt,3,3,129,1,11,23,53,50,92,moderate,3,3.41,43,10,43.31666667
13584,18174,Knox,SCORESBY,-37.89564627,145.23844,Bungalow,Entire home/apt,1,1,75,1,11,18,29,44,97,flexible,1,4.18,75,10,43.31666667
13585,18175,Knox,SCORESBY,-37.89582974,145.2328614,House,Private room,1,1,46,1,17,47,77,22,91,moderate,6,2.02,46,10,43.31666667
13586,18176,Knox,SCORESBY,-37.89565727,145.2336668,House,Private room,1,1,35,1,16,45,75,30,91,flexible,6,2.86,35,10,43.31666667
13587,18177,Knox,SCORESBY,-37.8898448,145.2211281,House,Entire home/apt,3,4,174,1,2,19,49,38,95,moderate,1,4.85,58,10,43.31666667
13588,18178,Knox,SCORESBY,-37.89287377,145.2356143,House,Entire home/apt,4,4,114,1,0,0,9,29,96,moderate,1,3.55,28.5,10,43.31666667
13589,18179,Knox,SCORESBY,-37.89174712,145.2335335,House,Private room,1,1,37,1,25,47,77,24,90,flexible,6,2.95,37,10,43.31666667
13590,18180,Knox,SCORESBY,-37.89482121,145.2327907,House,Private room,1,1,35,1,26,56,86,9,89,flexible,6,4.09,35,10,43.31666667
13591,18181,Knox,SCORESBY,-37.89596041,145.2344115,House,Private room,1,1,30,1,0,0,0,8,95,flexible,6,3.29,30,10,43.31666667
13592,18184,Hobsons Bay,SEABROOK,-37.87841238,144.7554465,House,Private room,1,2,999,1,30,60,90,3,100,moderate,1,0.09,999,3,360.8888889
13593,18185,Hobsons Bay,SEABROOK,-37.88447182,144.7572552,House,Entire home/apt,3,4,161,2,6,36,64,47,97,strict_14_with_grace_period,1,1.75,53.66666667,3,360.8888889
13594,18187,Hobsons Bay,SEABROOK,-37.87970492,144.7526361,Villa,Private room,1,1,30,2,0,0,0,4,100,flexible,1,0.31,30,3,360.8888889
13595,18188,Frankston,SEAFORD,-38.09889435,145.1282223,House,Entire home/apt,3,8,192,2,2,7,29,21,89,moderate,2,0.41,64,33,59.51515152
13596,18189,Frankston,SEAFORD,-38.10484886,145.1419097,House,Private room,1,1,48,1,0,0,0,20,95,moderate,1,0.34,48,33,59.51515152
13597,18190,Frankston,SEAFORD,-38.12701623,145.1237456,Villa,Entire home/apt,4,4,186,5,19,49,79,13,94,moderate,1,0.34,46.5,33,59.51515152
13598,18191,Frankston,SEAFORD,-38.11291357,145.1285923,Bed and breakfast,Entire home/apt,1,1,73,1,12,41,71,244,95,flexible,2,5.11,73,33,59.51515152
